# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-10-17T11:48:44.751Z
#
# Location: GEO -12.0N 283.2E, URSI-Code JI91J JICAMARCA
# Instrument: Ionosonde, Model: DPS-4
#
# Query for measurement intervals of time:
# 2019-01-01T00:00:00.000Z - 2019-12-29T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of JI91J data provider
#
#Time                     CS   foF2 QD
2019-01-02T23:50:00.000Z  70  6.400 //
2019-01-02T23:55:00.000Z  70  5.900 //
2019-01-03T00:00:00.000Z 100  5.900 //
2019-01-03T00:05:00.000Z 100  5.800 //
2019-01-03T00:15:00.000Z 100  5.800 //
2019-01-03T00:20:00.000Z 100  5.700 //
2019-01-03T00:25:00.000Z 100  5.600 //
2019-01-03T00:30:00.000Z 100  5.700 //
2019-01-03T00:35:00.000Z 100  5.800 //
2019-01-03T00:40:00.000Z 100  5.700 //
2019-01-03T00:45:00.000Z 100  5.700 //
2019-01-03T00:50:00.000Z 100  5.700 //
2019-01-03T00:55:00.000Z 100  5.600 //
2019-01-03T01:00:00.000Z 100  5.200 //
2019-01-03T01:05:00.000Z 100  5.400 //
2019-01-03T01:10:00.000Z 100  5.300 //
2019-01-03T01:15:00.000Z 100  5.200 //
2019-01-03T01:20:00.000Z 100  5.300 //
2019-01-03T01:25:00.000Z 100  5.200 //
2019-01-03T01:30:00.000Z 100  4.600 //
2019-01-03T01:35:00.000Z 100  5.000 //
2019-01-03T01:40:00.000Z 100  5.000 //
2019-01-03T01:45:00.000Z 100  5.000 //
2019-01-03T01:50:00.000Z 100  4.700 //
2019-01-03T01:55:00.000Z 100  4.700 //
2019-01-03T02:00:00.000Z 100  5.000 //
2019-01-03T02:05:00.000Z 100  4.800 //
2019-01-03T02:10:00.000Z 100  5.100 //
2019-01-03T02:15:00.000Z 100  4.300 //
2019-01-03T02:20:00.000Z 100  5.700 //
2019-01-03T02:25:00.000Z 100  4.700 //
2019-01-03T02:35:00.000Z 100  4.700 //
2019-01-03T02:40:00.000Z 100  4.700 //
2019-01-03T02:45:00.000Z 100  5.500 //
2019-01-03T02:50:00.000Z 100  4.800 //
2019-01-03T03:00:00.000Z 100  4.800 //
2019-01-03T03:05:00.000Z 100  6.900 //
2019-01-03T03:25:00.000Z 100  5.700 //
2019-01-03T03:30:00.000Z 100  7.100 //
2019-01-03T03:35:00.000Z 100  7.200 //
2019-01-03T03:45:00.000Z 100  7.300 //
2019-01-03T03:50:00.000Z 100  7.100 //
2019-01-03T04:00:00.000Z 100  7.200 //
2019-01-03T04:05:00.000Z 100  7.400 //
2019-01-03T04:10:00.000Z 100  5.700 //
2019-01-03T04:15:00.000Z   0  7.200 //
2019-01-03T04:20:00.000Z 100  6.200 //
2019-01-03T04:25:00.000Z 100  6.900 //
2019-01-03T04:30:00.000Z 100  5.800 //
2019-01-03T04:35:00.000Z 100  6.700 //
2019-01-03T04:40:00.000Z 100  6.700 //
2019-01-03T04:50:00.000Z 100  5.800 //
2019-01-03T04:55:00.000Z 100  5.700 //
2019-01-03T05:00:00.000Z 100  5.800 //
2019-01-03T05:05:00.000Z 100  5.200 //
2019-01-03T05:10:00.000Z   0  5.000 //
2019-01-03T05:15:00.000Z   0  5.200 //
2019-01-03T05:20:00.000Z 100  5.900 //
2019-01-03T05:25:00.000Z 100  5.500 //
2019-01-03T05:45:00.000Z 100  4.400 //
2019-01-03T05:55:00.000Z 100  4.200 //
2019-01-03T06:00:00.000Z 100  4.200 //
2019-01-03T06:35:00.000Z 100  4.000 //
2019-01-03T06:45:00.000Z   0  3.700 //
2019-01-03T07:00:00.000Z 100  3.800 //
2019-01-03T07:05:00.000Z 100  3.500 //
2019-01-03T07:10:00.000Z   0  3.500 //
2019-01-03T07:15:00.000Z 100  3.400 //
2019-01-03T07:20:00.000Z 100  3.400 //
2019-01-03T07:30:00.000Z 100  3.400 //
2019-01-03T07:40:00.000Z 100  3.300 //
2019-01-03T07:55:00.000Z 100  2.900 //
2019-01-03T08:20:00.000Z 100  2.800 //
2019-01-03T08:40:00.000Z 100  2.700 //
2019-01-03T10:45:00.000Z  70  2.800 //
2019-01-03T10:50:00.000Z 100  3.100 //
2019-01-03T10:55:00.000Z 100  3.400 //
2019-01-03T11:00:00.000Z  70  3.500 //
2019-01-03T11:05:00.000Z 100  3.900 //
2019-01-03T11:10:00.000Z 100  4.150 //
2019-01-03T11:15:00.000Z 100  4.150 //
2019-01-03T11:20:00.000Z 100  4.400 //
2019-01-03T11:25:00.000Z 100  4.350 //
2019-01-03T11:30:00.000Z 100  4.502 //
2019-01-03T11:35:00.000Z 100  4.550 //
2019-01-03T11:40:00.000Z 100  4.650 //
2019-01-03T11:45:00.000Z 100  4.750 //
2019-01-03T11:50:00.000Z 100  4.725 //
2019-01-03T11:55:00.000Z 100  4.250 //
2019-01-03T12:00:00.000Z 100  4.925 //
2019-01-03T12:05:00.000Z 100  4.900 //
2019-01-03T12:10:00.000Z 100  4.950 //
2019-01-03T12:15:00.000Z 100  4.950 //
2019-01-03T12:20:00.000Z 100  5.050 //
2019-01-03T12:25:00.000Z 100  5.050 //
2019-01-03T12:30:00.000Z 100  5.502 //
2019-01-03T12:35:00.000Z 100  5.250 //
2019-01-03T12:40:00.000Z 100  5.450 //
2019-01-03T12:45:00.000Z 100  4.850 //
2019-01-03T12:50:00.000Z 100  5.713 //
2019-01-03T12:55:00.000Z 100  5.550 //
2019-01-03T13:00:00.000Z 100  5.507 //
2019-01-03T13:05:00.000Z 100  5.607 //
2019-01-03T13:10:00.000Z   0  5.600 //
2019-01-03T13:15:00.000Z   0  5.300 //
2019-01-03T13:20:00.000Z 100  5.907 //
2019-01-03T13:25:00.000Z 100  5.950 //
2019-01-03T13:30:00.000Z   0  5.900 //
2019-01-03T13:35:00.000Z 100  6.050 //
2019-01-03T13:40:00.000Z   0  6.300 //
2019-01-03T13:45:00.000Z  70  6.350 //
2019-01-03T13:50:00.000Z 100  6.450 //
2019-01-03T13:55:00.000Z 100  6.325 //
2019-01-03T14:00:00.000Z  70  6.550 //
2019-01-03T14:05:00.000Z  70  6.450 //
2019-01-03T14:10:00.000Z 100  6.507 //
2019-01-03T14:15:00.000Z 100  6.504 //
2019-01-03T14:20:00.000Z 100  6.825 //
2019-01-03T14:25:00.000Z 100  6.402 //
2019-01-03T14:30:00.000Z 100  6.625 //
2019-01-03T14:35:00.000Z 100  7.050 //
2019-01-03T14:40:00.000Z 100  6.050 //
2019-01-03T14:45:00.000Z 100  6.304 //
2019-01-03T14:55:00.000Z  70  6.850 //
2019-01-03T15:00:00.000Z 100  5.713 //
2019-01-03T15:05:00.000Z   0  5.350 //
2019-01-03T15:20:00.000Z   0  6.800 //
2019-01-03T15:25:00.000Z   0  5.950 //
2019-01-03T15:35:00.000Z  70  5.850 //
2019-01-03T15:40:00.000Z 100  6.050 //
2019-01-03T15:45:00.000Z  70  5.850 //
2019-01-03T15:55:00.000Z   0  5.900 //
2019-01-03T16:00:00.000Z 100  6.013 //
2019-01-03T16:20:00.000Z 100  5.550 //
2019-01-03T16:25:00.000Z  70  5.750 //
2019-01-03T17:25:00.000Z 100  5.550 //
2019-01-03T17:30:00.000Z 100  5.525 //
2019-01-03T17:35:00.000Z  70  5.550 //
2019-01-03T18:30:00.000Z  70  6.050 //
2019-01-03T18:35:00.000Z 100  6.050 //
2019-01-03T18:50:00.000Z 100  5.525 //
2019-01-03T18:55:00.000Z 100  6.425 //
2019-01-03T19:00:00.000Z 100  6.450 //
2019-01-03T19:05:00.000Z 100  6.900 //
2019-01-03T19:10:00.000Z  70  6.550 //
2019-01-03T19:15:00.000Z 100  7.025 //
2019-01-03T19:20:00.000Z 100  6.850 //
2019-01-03T19:25:00.000Z   0  6.800 //
2019-01-03T19:30:00.000Z 100  6.850 //
2019-01-03T19:35:00.000Z   0  6.800 //
2019-01-03T19:40:00.000Z   0  6.800 //
2019-01-03T19:45:00.000Z   0  6.900 //
2019-01-03T19:50:00.000Z   0  6.800 //
2019-01-03T19:55:00.000Z   0  7.000 //
2019-01-03T20:00:00.000Z 100  7.000 //
2019-01-03T20:05:00.000Z 100  7.150 //
2019-01-03T20:10:00.000Z 100  7.013 //
2019-01-03T20:15:00.000Z   0  7.100 //
2019-01-03T20:20:00.000Z   0  7.100 //
2019-01-03T20:25:00.000Z 100  7.150 //
2019-01-03T20:30:00.000Z  70  7.150 //
2019-01-03T20:35:00.000Z 100  7.150 //
2019-01-03T20:40:00.000Z   0  7.000 //
2019-01-03T20:45:00.000Z   0  7.000 //
2019-01-03T20:50:00.000Z  70  7.050 //
2019-01-03T20:55:00.000Z   0  7.000 //
2019-01-03T21:00:00.000Z 100  7.050 //
2019-01-03T21:05:00.000Z 100  7.050 //
2019-01-03T21:10:00.000Z 100  6.950 //
2019-01-03T21:15:00.000Z 100  7.150 //
2019-01-03T21:20:00.000Z 100  7.150 //
2019-01-03T21:25:00.000Z 100  7.150 //
2019-01-03T21:30:00.000Z 100  7.050 //
2019-01-03T21:35:00.000Z 100  6.907 //
2019-01-03T21:40:00.000Z 100  6.913 //
2019-01-03T21:45:00.000Z 100  6.950 //
2019-01-03T21:50:00.000Z 100  6.950 //
2019-01-03T21:55:00.000Z 100  6.950 //
2019-01-03T22:00:00.000Z 100  6.950 //
2019-01-03T22:05:00.000Z 100  6.950 //
2019-01-03T22:10:00.000Z 100  7.050 //
2019-01-03T22:15:00.000Z 100  6.950 //
2019-01-03T22:20:00.000Z 100  6.950 //
2019-01-03T22:25:00.000Z 100  6.850 //
2019-01-03T22:30:00.000Z 100  6.850 //
2019-01-03T22:35:00.000Z 100  6.750 //
2019-01-03T22:40:00.000Z 100  6.750 //
2019-01-03T22:45:00.000Z 100  6.950 //
2019-01-03T22:50:00.000Z 100  6.925 //
2019-01-03T22:55:00.000Z 100  7.250 //
2019-01-03T23:00:00.000Z 100  6.850 //
2019-01-03T23:05:00.000Z 100  7.200 //
2019-01-03T23:10:00.000Z 100  7.000 //
2019-01-03T23:15:00.000Z  50  7.000 //
2019-01-03T23:20:00.000Z  50  7.100 //
2019-01-03T23:25:00.000Z 100  7.100 //
2019-01-03T23:30:00.000Z 100  7.200 //
2019-01-03T23:35:00.000Z  50  7.500 //
2019-01-03T23:40:00.000Z  70  7.100 //
2019-01-03T23:45:00.000Z  70  7.100 //
2019-01-03T23:50:00.000Z  50  7.400 //
2019-01-03T23:55:00.000Z  50  7.200 //
2019-01-04T00:00:00.000Z   0  6.900 //
2019-01-04T00:05:00.000Z 100  6.800 //
2019-01-04T00:10:00.000Z 100  6.900 //
2019-01-04T00:15:00.000Z 100  6.700 //
2019-01-04T00:20:00.000Z 100  6.600 //
2019-01-04T00:25:00.000Z 100  7.000 //
2019-01-04T00:30:00.000Z 100  5.900 //
2019-01-04T00:35:00.000Z 100  3.700 //
2019-01-04T00:45:00.000Z 100  6.600 //
2019-01-04T00:50:00.000Z 100  5.900 //
2019-01-04T00:55:00.000Z 100  5.500 //
2019-01-04T01:00:00.000Z 100  6.100 //
2019-01-04T01:05:00.000Z 100  5.900 //
2019-01-04T01:10:00.000Z 100  5.800 //
2019-01-04T01:15:00.000Z 100  9.000 //
2019-01-04T01:25:00.000Z 100  7.100 //
2019-01-04T01:35:00.000Z 100  7.400 //
2019-01-04T01:40:00.000Z 100  7.900 //
2019-01-04T01:45:00.000Z 100  7.200 //
2019-01-04T01:50:00.000Z 100  5.400 //
2019-01-04T02:00:00.000Z 100  5.500 //
2019-01-04T02:05:00.000Z 100  4.700 //
2019-01-04T02:10:00.000Z 100  4.400 //
2019-01-04T02:15:00.000Z 100  3.600 //
2019-01-04T02:20:00.000Z 100  3.500 //
2019-01-04T02:25:00.000Z 100  4.500 //
2019-01-04T02:30:00.000Z 100  3.800 //
2019-01-04T02:35:00.000Z 100  3.800 //
2019-01-04T02:50:00.000Z 100  4.100 //
2019-01-04T02:55:00.000Z 100  3.400 //
2019-01-04T03:15:00.000Z 100  3.500 //
2019-01-04T03:40:00.000Z 100  3.800 //
2019-01-04T03:55:00.000Z 100  4.700 //
2019-01-04T04:00:00.000Z 100  4.800 //
2019-01-04T04:05:00.000Z 100  3.700 //
2019-01-04T04:10:00.000Z 100  3.900 //
2019-01-04T04:25:00.000Z 100  5.700 //
2019-01-04T04:30:00.000Z 100  4.600 //
2019-01-04T04:40:00.000Z 100  5.800 //
2019-01-04T04:45:00.000Z 100  5.200 //
2019-01-04T04:50:00.000Z   0  4.200 //
2019-01-04T04:55:00.000Z 100  5.800 //
2019-01-04T05:05:00.000Z 100  5.300 //
2019-01-04T05:10:00.000Z 100  5.200 //
2019-01-04T05:15:00.000Z 100  5.400 //
2019-01-04T05:20:00.000Z 100  5.700 //
2019-01-04T05:25:00.000Z 100  5.500 //
2019-01-04T05:35:00.000Z 100  5.400 //
2019-01-04T05:40:00.000Z 100  5.100 //
2019-01-04T05:45:00.000Z 100  5.200 //
2019-01-04T05:50:00.000Z 100  5.000 //
2019-01-04T06:10:00.000Z 100  4.500 //
2019-01-04T06:15:00.000Z 100  4.500 //
2019-01-04T06:20:00.000Z 100  4.400 //
2019-01-04T06:25:00.000Z 100  4.300 //
2019-01-04T06:30:00.000Z 100  4.500 //
2019-01-04T06:40:00.000Z 100  4.100 //
2019-01-04T06:45:00.000Z 100  4.100 //
2019-01-04T06:50:00.000Z 100  4.100 //
2019-01-04T06:55:00.000Z   0  3.700 //
2019-01-04T07:00:00.000Z 100  4.100 //
2019-01-04T07:10:00.000Z 100  3.700 //
2019-01-04T07:15:00.000Z 100  3.500 //
2019-01-04T07:20:00.000Z 100  3.400 //
2019-01-04T07:25:00.000Z 100  3.600 //
2019-01-04T07:35:00.000Z 100  3.300 //
2019-01-04T07:40:00.000Z 100  3.500 //
2019-01-04T07:45:00.000Z 100  3.300 //
2019-01-04T07:50:00.000Z 100  3.300 //
2019-01-04T07:55:00.000Z 100  3.100 //
2019-01-04T08:05:00.000Z   0  3.000 //
2019-01-04T08:10:00.000Z 100  3.100 //
2019-01-04T08:15:00.000Z 100  2.900 //
2019-01-04T08:20:00.000Z 100  2.900 //
2019-01-04T08:25:00.000Z 100  2.900 //
2019-01-04T08:35:00.000Z 100  2.700 //
2019-01-04T08:40:00.000Z 100  3.100 //
2019-01-04T08:45:00.000Z 100  2.900 //
2019-01-04T10:55:00.000Z  70  3.400 //
2019-01-04T11:00:00.000Z 100  3.500 //
2019-01-04T11:05:00.000Z 100  3.750 //
2019-01-04T11:10:00.000Z 100  4.150 //
2019-01-04T11:15:00.000Z 100  4.150 //
2019-01-04T11:20:00.000Z 100  4.200 //
2019-01-04T11:25:00.000Z 100  4.350 //
2019-01-04T11:30:00.000Z 100  4.525 //
2019-01-04T11:35:00.000Z 100  4.701 //
2019-01-04T11:40:00.000Z 100  4.750 //
2019-01-04T11:45:00.000Z 100  4.950 //
2019-01-04T11:50:00.000Z 100  5.100 //
2019-01-04T11:55:00.000Z 100  5.150 //
2019-01-04T12:00:00.000Z 100  5.350 //
2019-01-04T12:05:00.000Z 100  5.550 //
2019-01-04T12:10:00.000Z 100  5.550 //
2019-01-04T12:15:00.000Z 100  5.550 //
2019-01-04T12:20:00.000Z 100  5.850 //
2019-01-04T12:25:00.000Z 100  5.913 //
2019-01-04T12:30:00.000Z 100  5.007 //
2019-01-04T12:35:00.000Z 100  5.225 //
2019-01-04T12:40:00.000Z 100  5.750 //
2019-01-04T12:45:00.000Z 100  5.950 //
2019-01-04T12:50:00.000Z  70  6.050 //
2019-01-04T12:55:00.000Z 100  6.025 //
2019-01-04T13:00:00.000Z 100  6.013 //
2019-01-04T13:05:00.000Z 100  6.125 //
2019-01-04T13:10:00.000Z 100  6.250 //
2019-01-04T13:15:00.000Z 100  6.701 //
2019-01-04T13:20:00.000Z 100  5.850 //
2019-01-04T13:30:00.000Z 100  6.713 //
2019-01-04T13:35:00.000Z  70  5.850 //
2019-01-04T13:40:00.000Z 100  6.550 //
2019-01-04T13:45:00.000Z 100  6.525 //
2019-01-04T13:50:00.000Z  70  6.550 //
2019-01-04T13:55:00.000Z  70  6.550 //
2019-01-04T14:00:00.000Z 100  6.702 //
2019-01-04T14:05:00.000Z  70  6.650 //
2019-01-04T14:10:00.000Z  70  6.650 //
2019-01-04T14:15:00.000Z   0  6.900 //
2019-01-04T14:20:00.000Z 100  6.607 //
2019-01-04T14:25:00.000Z 100  6.750 //
2019-01-04T14:30:00.000Z 100  6.701 //
2019-01-04T14:35:00.000Z 100  6.707 //
2019-01-04T14:40:00.000Z  70  6.350 //
2019-01-04T14:45:00.000Z  70  7.150 //
2019-01-04T14:50:00.000Z 100  6.802 //
2019-01-04T14:55:00.000Z 100  7.201 //
2019-01-04T15:00:00.000Z  70  7.050 //
2019-01-04T15:05:00.000Z  70  7.302 //
2019-01-04T15:10:00.000Z 100  7.025 //
2019-01-04T15:15:00.000Z  70  7.450 //
2019-01-04T15:20:00.000Z 100  7.050 //
2019-01-04T15:25:00.000Z  70  7.150 //
2019-01-04T15:30:00.000Z 100  6.950 //
2019-01-04T15:35:00.000Z  70  7.250 //
2019-01-04T15:40:00.000Z 100  6.650 //
2019-01-04T15:45:00.000Z  70  6.213 //
2019-01-04T16:00:00.000Z 100  6.250 //
2019-01-04T16:05:00.000Z  70  5.825 //
2019-01-04T16:35:00.000Z 100  5.813 //
